pc1,pc2,true_label,pred_label,correct
0.027454281901735468,-0.08549280159341437,0,0,1
-0.032099886958790715,-0.14771540001205913,0,0,1
-0.1313442449014231,-0.25501350448837534,0,1,0
-0.05098310140158436,-0.17077103879765618,0,0,1
-0.143499785129224,-0.24675510383212956,0,0,1
-0.009042319626079475,-0.1277505822993237,1,1,1
-0.4108083759337055,-0.5521690282853011,1,1,1
0.29861942154777604,-0.3252010669768264,1,1,1
0.3718872898880531,-0.24793514608371278,1,1,1
0.04764124136548274,-0.584558687580788,1,1,1
-0.08511646264704605,-0.1284015437015463,0,1,0
-0.13683425382162026,-0.24422730991101899,0,0,1
0.36055789909731345,-0.2558341498443542,1,1,1
-0.04800684219558009,-0.16146588274406937,0,0,1
-0.428337315830278,-0.55602170392795,1,1,1
6.036855045550385,3.104150581348338,1,0,0
-0.05153188798677209,-0.16523809604926037,0,0,1
-0.4183880969963396,-0.5529623870407933,1,1,1
-0.016239623198445435,-0.11527018704092751,0,1,0
0.043719289647182,-0.5871705820168668,1,1,1
-2.9778424148444453,5.797748496516335,0,1,0
0.35610932275533363,-0.2598027818778113,0,1,0
-0.09110703384868786,-0.212640244022384,0,0,1
5.998171607041172,3.0657527557008852,1,1,1
-0.1234378189056723,-0.22582050121976568,0,0,1
-0.048095737088564953,-0.17073820552107372,1,1,1
-0.387349090640496,-0.5241879581676484,1,1,1
-0.4183880969963396,-0.5529623870407933,1,1,1
0.05069900009562433,-0.5884617636652627,1,1,1
0.05069900009562433,-0.5884617636652627,1,1,1
5.998171607041172,3.0657527557008852,1,1,1
-0.11677228759806851,-0.22329270729865502,0,0,1
-0.0319616789146739,-0.14176489112310095,1,1,1
-0.4183880969963396,-0.5529623870407933,1,1,1
-0.1379394742384781,-0.24315832430895865,0,1,0
0.04724352017279321,-0.5875340404863642,1,1,1
0.04724352017279321,-0.5875340404863642,1,1,1
5.998171607041172,3.0657527557008852,1,1,1
0.07051730394145111,-0.04216764173990902,0,0,1
-0.04642890439723151,-0.17127226244334925,1,1,1
0.05948025521283791,-0.04324600227516924,1,1,1
-0.4112833892101749,-0.5376077218278085,0,1,0
-0.2746566024315419,-0.41035838028762045,1,1,1
-0.1234378189056723,-0.22582050121976568,0,0,1
0.05552715501723367,-0.586625301759637,1,1,1
-0.3632660487242876,-0.5128808877167808,1,1,1
-0.11156487042096204,-0.23400373729568505,0,0,1
-0.030921135178032612,-0.1498364361852923,0,0,1
-0.11677228759806851,-0.22329270729865502,0,0,1
-0.04773687668697656,-0.17260248540286974,1,1,1
-0.13696903486292977,-0.24628670172236,0,0,1
0.02652523155633336,-0.6071306626761347,0,1,0
-0.0860176492240651,-0.20522518248636631,0,1,0
0.06714697560382481,-0.04348752568169556,0,0,1
6.036855045550385,3.104150581348338,1,0,0
0.051338463470161896,-0.5880629051326449,1,1,1
0.04855930589848364,-0.5867462467765221,1,1,1
-0.11714998779437887,-0.22507649024369328,0,0,1
6.036855045550385,3.104150581348338,1,0,0
-0.4183880969963396,-0.5529623870407933,1,1,1
0.38903691817196295,-0.22304269187747552,1,1,1
6.455648249291906,3.030406167305482,1,1,1
0.07780485663829516,-0.020478975598618443,0,0,1
-0.38367534056301555,-0.5210120096327775,0,1,0
-0.048884889789317175,-0.17014451719655319,1,1,1
-0.4183880969963396,-0.5529623870407933,1,1,1
0.3910621352959941,-0.2215181969582195,1,1,1
-3.2200667534904444,6.07396630216085,0,0,1
-0.07763268152297173,-0.18336147854736154,0,0,1
0.3554538623248476,-0.2586596827363566,1,1,1
0.38985426841281046,-0.23343808700960547,0,1,0
0.3264101167252495,-0.2799460218256445,1,1,1
-0.13721195401793052,-0.2460110928560572,0,0,1
-0.07525126603078629,-0.18387334507577788,0,0,1
-0.11328838478692373,-0.2245958670617819,1,1,1
0.07178350765820952,-0.05026275541142492,0,0,1
-0.4051194877180475,-0.54095416584762,1,1,1
0.030350214719183262,-0.6035830188149512,1,1,1
-0.11096452468332738,-0.23369242137055535,0,1,0
-0.05098310140158436,-0.17077103879765618,0,0,1
-0.143499785129224,-0.24675510383212956,0,0,1
0.03978268104406199,-0.5987720979569383,1,1,1
6.216816535461438,2.8071185335541187,0,1,0
